Category,Resume
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 2 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 2 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 4 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 4 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 2 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 2 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 6 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 6 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 1 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 1 year years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 1 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 1 year years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 4 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 4 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 1 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 1 year years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
